Applicant,Proprietery_Name,Active_Ingredient,Dosage_Form,Pack_Size,Quantity,NAPPI_Code,Manufacturer_Price,Logistics_Fee,SEP,Effective_Date
3M South Africa (Pty) Ltd,Xylestesin-A,Lidocaine hydrochloride,INJ,50,1.0,703312001.0,204.94425599999997,33.592319999999994,274.316544,2021-03-12 00:00:00
3M South Africa (Pty) Ltd,Xylestesin-A,Adrenaline,INJ,50,1.0,703312001.0,204.94425599999997,33.592319999999994,274.316544,2021-03-12 00:00:00
3M South Africa (Pty) Ltd,Ubistesin,Articaine hydrochloride,INJ,50,1.0,710488001.0,249.16377599999998,40.860288,333.52819199999993,2021-03-12 00:00:00
3M South Africa (Pty) Ltd,Ubistesin,Adrenaline,INJ,50,1.0,710488001.0,249.16377599999998,40.860288,333.52819199999993,2021-03-12 00:00:00
3M South Africa (Pty) Ltd,Ubistesin Forte,Articaine hydrochloride,INJ,50,1.0,710497001.0,249.16377599999998,40.860288,333.53,2021-03-12 00:00:00
3M South Africa (Pty) Ltd,Ubistesin Forte,Adrenaline,INJ,50,1.0,710497001.0,249.16377599999998,40.860288,333.53,2021-03-12 00:00:00
Abbott Laboratories SA (Pty) Ltd,Lypstaplus 20 mg/10 mg,Rosuvastatin,Tab,30,1.0,3008871001.0,198.09,11.8854,241.47171,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd,Lypstaplus 20 mg/10 mg,Ezetimibe,Tab,30,1.0,3008871001.0,198.09,11.8854,241.47171,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd,Lypstaplus 10 mg/10 mg,Rosuvastatin ,Tab,30,1.0,3008870001.0,185.83,11.15,226.53000000000003,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd,Lypstaplus 10 mg/10 mg,Ezetimibe,Tab,30,1.0,3008870001.0,185.83,11.15,226.53000000000003,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Synthroid 75 µg,Levothyroxine Sodium,TAB,30,1.0,3005551001.0,33.833162221163,2.0299897332697814,41.242624747597695,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Hidrasec Infants 10mg,Racecadotril ,GRA,16,1.0,3005208001.0,119.0006197915042,7.1445246575230765,145.06691611638138,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Hidrasec Adults 100mg,Racecadotril ,CAP,10,1.0,3005210001.0,100.29495523362561,6.022657149316973,122.26525424038397,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Hidrasec Children 30mg,Racecadotril ,GRA,16,1.0,3005209001.0,119.0006197915042,7.1445246575230765,145.06691611638138,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,"Femoston Conti 0,5mg/2,5mg ",Estradiol Hemihydrate equivalent to Estradiol ,TAB,28,1.0,3004921001.0,205.69145534667265,22.449159295787393,262.36170683882904,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,"Femoston Conti 0,5mg/2,5mg ",Dydrogesterone ,TAB,28,1.0,3004921001.0,205.69145534667265,22.449159295787393,262.36170683882904,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Influvac Tetra ,"A/Victoria/2570/2019 (H1N1)pdm09-like strain
(A/Victoria/2570/2019, IVR-215) ",INJ,0.5,1.0,3002734001.0,103.38894772994139,8.372674350717126,128.5258653927573,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Influvac Tetra ,"A/Hong Kong/2671/2019 (H3N2)-like strain
(A/Hong Kong/2671/2019, IVR-208) ",INJ,0.5,1.0,3002734001.0,103.38894772994139,8.372674350717126,128.5258653927573,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Influvac Tetra ,"B/Washington/02/2019-like strain
(B/Washington/02/2019, wild type) ",INJ,0.5,1.0,3002734001.0,103.38894772994139,8.372674350717126,128.5258653927573,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Influvac Tetra ,"B/Phuket/3073/2013-like strain
(B/Phuket/3073/2013, wild type) ",INJ,0.5,1.0,3002734001.0,103.38894772994139,8.372674350717126,128.5258653927573,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Teveten 600  ,Eprosartan,TAB,28,1.0,701855001.0,278.7942959151391,27.674106320016804,352.4386625704293,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Femoston-Conti  ,Dydrogesterone,TAB,28,1.0,703107001.0,249.30727345079322,27.209225734234668,317.99397406278206,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Femoston 1/10,Dydrogesterone,TAB,28,1.0,703108001.0,249.33495379600433,27.181545389024713,317.99397406278337,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Clacee 250mg,Clarithromycin,TAB,10,1.0,704032001.0,104.11788159535998,18.38038858293776,140.8730107050424,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Clacee 500mg,Clarithromycin,TAB,10,1.0,704033001.0,110.15323307035462,19.429313304527778,149.01992833111473,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Clacee 500mg,Clarithromycin,TAB,14,1.0,704033002.0,154.20807137713223,27.207493547702505,208.62789966355996,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Lipanthyl 200mg,Fenofibrate,CAP,30,1.0,705708001.0,350.6855288237988,36.299112005260696,445.0323369534184,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Faverin 100,Fluvoxamine,TAB,30,1.0,706443001.0,342.4013037337802,33.82378794542379,432.65885543108453,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Serc 24,Betahistine,TAB,20,1.0,707452002.0,314.0935609188243,33.932546337954115,400.23002334529525,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Teveten Plus ,Eprosartan,TAB,28,1.0,708096001.0,285.84940001025114,26.893093418462815,359.65386744302106,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Mavik (was Gopten) ,Trandolapril,CAP,30,1.0,708279001.0,206.96298253124587,24.292679250085627,265.94401104853125,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Ectiva 10mg,Sibutramine hydrochloride,CAP,30,1.0,710256001.0,214.51533507734666,1.6391120797795105,248.5776142306951,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Ectiva 15mg,Sibutramine hydrochloride,CAP,30,1.0,710257001.0,259.9307657487023,45.87013513212387,351.67103601295014,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Mucolator,Acetylcysteine,SAC,30,1.0,710392001.0,55.29276225028163,8.440355245348446,73.29308511997459,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Brufen 200 ,Ibuprofen,TAB,10,1.0,710822112.0,18.678004804589293,2.540701395512958,24.401512130117588,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Brufen 200 ,Ibuprofen,TAB,20,1.0,710822113.0,37.35600960917845,5.081402791025928,48.803024260235034,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Brufen 400 Extra Strength,Ibuprofen,TAB,10,1.0,710830131.0,30.503814936431336,4.142113184199922,39.84281733872595,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Brufen ,Ibuprofen,TAB,20,1.0,710849109.0,57.878460144368844,9.809022988382864,77.84060560266447,2024-03-05 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Brufen ,Ibuprofen,TAB,100,1.0,710849125.0,291.3880646534352,45.973101350878835,387.9653409049611,2024-03-05 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Brufen for children,Ibuprofen,SUS,100,1.0,710857004.0,53.40434402369695,8.332056454067835,70.99686054942951,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,"Cynt 0,2",Moxonidine,TAB,28,1.0,712382001.0,233.4048073107345,24.222213285047886,296.2710736851497,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,"Cynt 0,4",Moxonidine,TAB,28,1.0,712383001.0,235.9757877509225,24.883721856795635,299.9884360488759,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Tarka 180/2,Verapamil HCl,TAB,28,1.0,714624002.0,391.55337827737185,45.87727777177664,503.04525445652075,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Tarka 180/2,Trandolapril,TAB,28,1.0,714624002.0,391.55337827737185,45.87727777177664,503.04525445652075,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Tarka 180/2,Verapamil HCl,TAB,30,1.0,714624001.0,419.5214767257556,49.15422618404641,538.9770583462723,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Tarka 180/2,Trandolapril,TAB,30,1.0,714624001.0,419.5214767257556,49.15422618404641,538.9770583462723,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Tarka 240/4,Verapamil HCl,TAB,28,1.0,714625002.0,391.55337827737185,45.87727777177664,503.04525445652075,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Tarka 240/4,Trandolapril,TAB,28,1.0,714625002.0,391.55337827737185,45.87727777177664,503.04525445652075,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Tarka 240/4,Verapamil HCl,TAB,30,1.0,714625001.0,419.5214767257556,49.15422618404641,538.9770583462723,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Tarka 240/4,Trandolapril,TAB,30,1.0,714625001.0,419.5214767257556,49.15422618404641,538.9770583462723,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Colofac 135 mg,Mebeverine,TAB,20,1.0,715476009.0,66.95406510126122,10.530188508578663,89.10689165131586,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Colofac 135mg,Mebeverine,TAB,100,1.0,715476017.0,350.2792220857695,37.15492994849546,445.5492748394047,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Synthroid 25 µg,Levothyroxine Sodium,TAB,90,1.0,716571001.0,62.64798367283003,3.758879020369797,76.3678920971798,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Synthroid 25 µg,Levothyroxine Sodium,TAB,30,1.0,716571002.0,20.882661224276678,1.2529596734565989,25.45596403239327,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Synthroid 50 µg,Levothyroxine Sodium,TAB,90,1.0,716574001.0,81.70361871715201,4.902217123029125,99.59671121620829,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Synthroid 50 µg,Levothyroxine Sodium,TAB,30,1.0,716574002.0,27.234539572384005,1.6340723743430419,33.19890373873611,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Synthroid 88 µg,Levothyroxine Sodium,TAB,90,1.0,716575001.0,115.7557491933182,6.9453449515990995,141.1062582666549,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Synthroid 100 µg,Levothyroxine Sodium,TAB,90,1.0,716576001.0,110.73926068431855,6.64435564105912,134.99115877418433,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Synthroid 100 µg,Levothyroxine Sodium,TAB,30,1.0,716576002.0,36.91308689477285,2.2147852136863735,44.997052924728116,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Synthroid 112 µg,Levothyroxine Sodium,TAB,90,1.0,716577001.0,119.84169111857717,7.190501467114628,146.08702147354558,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Influvac subunit 2014,Inactivated Influenza Vaccine,INJ,0.5,1.0,732826004.0,60.147280259516066,10.620283943228726,81.38269883315651,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Isoptin  40mg  ,Verapamil,TAB,100,1.0,734071001.0,116.99227077825587,17.93631008898385,155.1678679973257,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Isoptin 2ml  ,Verapamil,INJ,5,1.0,734136005.0,177.41239382166856,14.748642751466335,220.98519205910512,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Isoptin SR,Verapamil,SRT,30,1.0,734373007.0,226.01740006261826,38.54820234593766,304.2504427698393,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Isoptin  SR ,Verapamil,TAB,100,1.0,734373015.0,787.5724385802075,94.43814096575454,1014.3121664778564,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Metalcaptase ,Penicillamine,CAP,100,1.0,742317005.0,2499.194267317705,146.94461384706653,3043.059713339487,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Pankreoflat  ,Dimethicone,TAB,100,1.0,752479016.0,343.12055824546024,36.47963988321699,436.5402278479788,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Pankreoflat  ,Pancreatin,TAB,100,1.0,752479016.0,343.12055824546024,36.47963988321699,436.5402278479788,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Pankreoflat  ,Dimethicone,TAB,25,1.0,752479024.0,78.49687473678327,12.271921160797456,104.38411528221783,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Pankreoflat  ,Pancreatin,TAB,25,1.0,752479024.0,78.49687473678327,12.271921160797456,104.38411528221783,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Paracodin ,Dihydrocodeine,SYR,100,1.0,752649019.0,23.857276907486966,4.471998921146552,32.57866720292855,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Paracodin ,Dihydrocodeine,SYR,200,1.0,752649027.0,47.70090832589414,7.693574842982224,63.703655644207814,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Prothiaden,Dosulepin,CAP,100,1.0,757888003.0,260.943156514151,39.31104094723266,345.2923270805912,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Rythmol,Propafenone,TAB,100,1.0,784869014.0,833.5357134298375,75.73486954136033,1045.6611704168777,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Rythmol,Propafenone,TAB,100,1.0,784877017.0,1667.9003657302787,166.14949290029065,2109.1573374251548,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Brufen Retard,Ibuprofen,TAB,60,1.0,793671019.0,426.93022358783327,53.32393292522057,552.2922799900119,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Duphaston 10Mg  ,Dydrogesterone,TAB,30,1.0,795682018.0,291.5074360080669,31.90104424727926,371.91975229364806,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Phenylephrine Hydrochloride injection,Phenylephrine Hydrochloride,INJ,5,1.0,802638008.0,283.07,22.93,351.9,2025-07-09 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Phenylephrine Hydrochloride injection,Phenylephrine Hydrochloride,INJ,10,1.0,802638007.0,566.1392,45.86157,703.8007699999999,2025-07-09 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Mavik (was Gopten) ,Trandolapril,CAP,30,1.0,805033017.0,200.1335092570265,22.336193227883683,255.84015785764672,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Mavik (was Gopten) ,Trandolapril,CAP,30,1.0,805068015.0,197.89398479392602,24.57571769098327,255.8401578576457,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Luvox  100,Fluvoxamine,TAB,30,1.0,805203028.0,498.4964440953623,51.65964372923534,632.6795009982873,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Hytrin ,Terazosin,TAB,10,1.0,806358009.0,127.20262744794155,13.894795152732387,162.26203599077505,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Hytrin ,Terazosin,TAB,28,1.0,806366028.0,290.7351543767168,32.165299276214526,371.335521700871,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Hytrin ,Terazosin,TAB,28,1.0,806374004.0,530.458754173372,57.997335568449046,676.7245032030941,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Hytrin ,Terazosin,TAB,28,1.0,810207001.0,917.6853900036454,105.551553265981,1176.7224847600703,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Klacid i v,Clarithromycin,INJ,10,1.0,813826004.0,272.1346672881973,18.75580041199233,334.52403785521807,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Creon 25000,Pancreatin,CAP,100,1.0,822434008.0,2085.683932242721,129.12327433422635,2547.028287563489,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Creon 25000,Pancreatin,CAP,20,1.0,822434009.0,417.1776111506661,25.827560953543784,509.4559479198414,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Eryderm  Top Soln 60ml  ,Erythromycin,LOT,60,1.0,828769001.0,124.43184276317378,15.508474258956214,160.9313645754495,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Klacid P125  ,Clarithromycin,SUS,50,1.0,830046003.0,150.1015588088503,14.27412238570003,189.0320333737329,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Klacid P250  ,Clarithromycin,SUS,50,1.0,830054006.0,259.9368500463888,24.714095392716963,327.3485872549717,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Tarka,Verapamil HCL,SRC,30,1.0,836680006.0,382.07945988826776,44.769855381271256,490.87671255996986,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Klacid XL ,Clarithromycin,SRT,5,1.0,841552002.0,190.1380216329987,17.14159410942232,238.37155810378417,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Klacid XL 10,Clarithromycin,TAB,10,1.0,841552003.0,391.57785127368953,22.981212910802128,476.74292381216543,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Reductil 10  ,Sibutramine,CAP,30,1.0,847844005.0,308.02478550946967,38.264224545325945,398.23236156301493,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,"Physiotens 0,2",Moxonidine,TAB,28,1.0,851892019.0,306.6888924916081,31.446597777708504,388.8558138097141,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,"Physiotens 0,3",Moxonidine,TAB,28,1.0,851906001.0,307.36522967958734,30.77026058972841,388.85581380971314,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,"Physiotens 0,4",Moxonidine,TAB,28,1.0,851914004.0,306.65508443638913,31.480405832926422,388.85581380971286,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Reductil 15  ,Sibutramine,CAP,30,1.0,853534004.0,363.3005169292152,50.13546689207099,475.4513813944791,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Creon 10000,Pancreatin,CAP,100,1.0,887162002.0,867.8980323442472,53.73105622909486,1059.8734518593433,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Creon 10000,Pancreatin,CAP,20,1.0,887162003.0,173.6323697304803,10.749187543562872,212.03879086514962,2025-02-21 00:00:00
Abbott Laboratories SA (Pty) Ltd ,Vertin 24,Betahistine dihydrochloride,TAB,20,1.0,3000557001.0,212.90140226296597,21.055059465276514,269.0499309874789,2025-02-21 00:00:00
AbbVie (Pty) Ltd ,"LUCRIN DEPOT 3,75 mg PDS",Leuprolide Acetate,INJ,1,1.0,3010345001.0,1998.89,126.28,2443.95,2025-12-12 00:00:00
AbbVie (Pty) Ltd ,"LUCRIN DEPOT 11,25 mg PDS",Leuprolide Acetate,INJ,1,1.0,3010346001.0,5518.79,356.47,6756.55,2025-12-12 00:00:00
AbbVie (Pty) Ltd ,RINVOQ 30mg,Upadacitinib,Tab,30,1.0,3008832001.0,7118.96,220.17,8440.0,2025-01-28 00:00:00
AbbVie (Pty) Ltd ,ACUVAIL,Ketorolac tromethamine,OPD,0.4,30.0,3006020001.0,236.8967,14.20875,288.774425,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Acular 0.5%,Ketorolac tromethamine,OPD,5,1.0,820032018.0,227.82136062240002,13.668816315937502,277.71544843436254,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,OZURDEX,Dexamethasone,OPI,1,1.0,713829001.0,13584.835366447687,475.4592591094118,16169.334686194577,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Pred Forte Sterile Eye Suspension,Prednisolone acetate,OPD,5,1.0,756458005.0,220.21190459670086,13.212469826776582,268.4416973223812,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Relestat,Epinastine hydrochloride,OPD,5,1.0,707876001.0,140.5772178615,8.426757597299998,171.35907204869997,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Zymar,Gatifloxacin,OPD,5,1.0,709867001.0,215.32292408725536,12.906908544936236,262.46491864958404,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Zymar,Benzalkonium,OPD,5,1.0,709867001.0,215.32292408725536,12.906908544936236,262.46491864958404,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,FML Liquifilm Sterile Eye Suspension,Fluorometholone,OPD,5,1.0,726958018.0,206.95054496482987,12.405788042718068,252.25917183611642,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,FML Neo Liquifilm Ophthalmic Suspension,Fluorometholone ,OPD,5,1.0,726966002.0,215.93404665093604,12.955798350030694,263.22271062854804,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,FML Neo Liquifilm Ophthalmic Suspension,Neomycin sulphate,OPD,5,1.0,726966002.0,215.93404665093604,12.955798350030694,263.22271062854804,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Ganfort,Bimatoprost ,OPD,3,1.0,714110001.0,211.584075,12.693150000000001,257.915125,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Ganfort,Timolol maleate,OPD,3,1.0,714110001.0,211.584075,12.693150000000001,257.915125,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,LUMIGAN 0.01%,Bimatoprost,OPD,2.5,1.0,716754001.0,187.53445,11.251225,228.60299999999998,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Lumigan 0.03%,Bimatoprost,OPD,3,1.0,703666003.0,244.4061348875,14.656500340000001,297.91809663500004,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Oxylin Liquifilm Sterile Ophthalmic Solution,Oxymetazoline hydrochloride,OPD,15,1.0,751952001.0,71.39133788917856,4.277857945764851,87.02385306813068,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Pred Mild Sterile Eye Suspension,Prednisolone acetate,OPD,5,1.0,756466008.0,178.5577906562249,10.706867315685741,217.65741228051564,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,"Acular 0,4%",Ketorolac tromethamine,OPD,5,1.0,713372001.0,228.19856319250002,13.689890655000001,278.1700359775,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Alphagan Purite,Brimonidine tartrate,OPD,5,1.0,709410001.0,154.23335,9.251475,188.008075,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,BOTOX ,Clostridium Botulinum Toxin Type A,INJ,50,1.0,709214001.0,1581.6823291519795,55.36061950544399,1882.5970736425375,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,BOTOX ,Clostridium Botulinum Toxin Type A,INJ,200,1.0,720379001.0,6326.7988360129075,221.430891454278,7530.469400542637,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,BOTOX ,Clostridium Botulinum Toxin Type A,INJ,100,1.0,813850002.0,3163.3414851689636,110.72123901088798,3765.17097415008,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Combigan,Timolol maleate,OPD,5,1.0,709863001.0,196.62805,11.787999999999998,239.6753,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Combigan,Brimonidine tartrate,OPD,5,1.0,709863001.0,196.62805,11.787999999999998,239.6753,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Exocin,Ofloxacin,OPD,5,1.0,839957009.0,98.0729490194776,5.878999062608266,119.54779590721716,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,RINVOQ,Upadacitinib,TAB,30,1.0,3004821001.0,7118.96,220.17,8440.0,2025-02-04 00:00:00
Abbvie (Pty) Ltd,Norvir 100mg Tablets,Ritonavir,TAB,60,1.0,721595001.0,74.95755644208411,2.3232833476050803,88.87296575814256,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Chirocane 5 mg,Levobupivacaine,INJ,10,10.0,700642006.0,668.4142456436884,32.291022304522926,805.811058140443,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Chirocane 7.5 mg,Levobupivacaine,INJ,10,10.0,700644001.0,825.6020320627722,40.712834588174054,996.2620966485882,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Kaletra Solution,Lopinavir,CAP,180,1.0,700922003.0,446.57906094518466,38.1094610080984,557.3918002462756,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Kaletra Solution,Ritonavir,CAP,180,1.0,700922003.0,446.57906094518466,38.1094610080984,557.3918002462756,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Kaletra Solution,Lopinavir,SOL,60,5.0,700924019.0,367.14001785347483,31.320476525532833,458.2295685358588,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Kaletra Solution,Ritonavir,SOL,60,5.0,700924019.0,367.14001785347483,31.320476525532833,458.2295685358588,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Humira 40 mg,Adalimumab,INJ,0.8,2.0,705335001.0,3988.03,211.32,4829.25,2024-07-05 00:00:00
AbbVie (Pty) Ltd ,Humira 40 mg,Adalimumab,PED,0.8,2.0,716266001.0,3988.03,211.32,4829.25,2024-07-05 00:00:00
AbbVie (Pty) Ltd ,Forane,Isoflurane ,INF,100,1.0,709643001.0,735.0693330806679,41.24441928833594,892.7608152243546,2024-07-05 00:00:00
AbbVie (Pty) Ltd ,Aluvia,Lopinavir,TAB,120,1.0,710028001.0,211.637,18.054,264.14465,2016-09-13 00:00:00
AbbVie (Pty) Ltd ,Aluvia,Ritonavir,TAB,120,1.0,710028001.0,211.637,18.054,264.14465,2016-09-13 00:00:00
AbbVie (Pty) Ltd ,Aluvia,Lopinavir,TAB,112,1.0,710028002.0,275.65257444759976,23.513400652616546,344.0408713652488,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Aluvia,Ritonavir,TAB,112,1.0,710028002.0,275.65257444759976,23.513400652616546,344.0408713652488,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Aluvia 100/25,Lopinavir,TAB,60,1.0,715433001.0,52.922,4.51,66.0468,2016-09-13 00:00:00
AbbVie (Pty) Ltd ,Aluvia 100/25,Ritonavir,TAB,60,1.0,715433001.0,52.922,4.51,66.0468,2016-09-13 00:00:00
AbbVie (Pty) Ltd ,Aluvia 100/25,Lopinavir,TAB,56,1.0,715433002.0,85.68725568914218,7.302543104575345,106.93826861277516,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Aluvia 100/25,Ritonavir,TAB,56,1.0,715433002.0,85.68725568914218,7.302543104575345,106.93826861277516,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Lucrin  ,Leuprorelin,INJ,2.8,1.0,785504001.0,981.6593648536017,63.352954678852576,1201.7641674623203,2024-06-28 00:00:00
AbbVie (Pty) Ltd ,Survanta ,Beractant,INJ,8,1.0,797928006.0,9372.591597955003,414.16410497537385,11254.769058369935,2025-02-04 00:00:00
AbbVie (Pty) Ltd ,Lucrin 3.75,Leuprorelin,INJ,2,1.0,806382007.0,1998.8933466442322,126.27887874145492,2443.94805919354,2025-02-04 00:00:00
